Running on Cartesius 

[1;31mtime	Thu Jan  8 12:19:22 CET 2015[0;39m
mat_name\tp\tn\tk\ttime_init\ttime_mv\ttime_ip\ttime_done\ttime_total
randmat_512_0_1.mtx-P64	64	512	10	0.802781	0.013170	0.022938	0.838898	0.839689
randmat_512_0_2.mtx-P1	1	512	9	0.036229	0.001214	0.000208	0.037669	0.037693
randmat_512_0_2.mtx-P2	2	512	9	0.035018	0.001318	0.000647	0.037001	0.037037
randmat_512_0_2.mtx-P4	4	512	9	0.033592	0.001124	0.000983	0.035709	0.035755
randmat_512_0_2.mtx-P8	8	512	9	0.033906	0.001268	0.001630	0.036809	0.036877
randmat_512_0_2.mtx-P16	16	512	9	0.036303	0.001696	0.002439	0.040442	0.040541
randmat_512_0_2.mtx-P32	32	512	9	0.189402	0.006410	0.015040	0.210859	0.211306
randmat_512_0_2.mtx-P64	64	512	9	0.779831	0.010351	0.020568	0.810761	0.811386
randmat_1024_0_01.mtx-P1	1	1024	12	0.010387	0.001492	0.000287	0.012203	0.012241
randmat_1024_0_01.mtx-P2	2	1024	12	0.010535	0.001753	0.000910	0.013230	0.013280
randmat_1024_0_01.mtx-P4	4	1024	12	0.010581	0.001574	0.001297	0.013469	0.013523
randmat_1024_0_01.mtx-P8	8	1024	12	0.010575	0.001702	0.002186	0.014469	0.014545
randmat_1024_0_01.mtx-P16	16	1024	12	0.012044	0.002286	0.003327	0.017665	0.017792
randmat_1024_0_01.mtx-P32	32	1024	12	0.186686	0.008813	0.020055	0.215562	0.216025
randmat_1024_0_01.mtx-P64	64	1024	12	0.765722	0.012558	0.027387	0.805677	0.806320
randmat_1024_0_02.mtx-P1	1	1024	11	0.017221	0.001575	0.000264	0.019100	0.019138
randmat_1024_0_02.mtx-P2	2	1024	11	0.016997	0.001959	0.000801	0.019783	0.019832
randmat_1024_0_02.mtx-P4	4	1024	11	0.016548	0.001659	0.001285	0.019508	0.019563
randmat_1024_0_02.mtx-P8	8	1024	11	0.017309	0.001647	0.002087	0.021053	0.021133
randmat_1024_0_02.mtx-P16	16	1024	11	0.017700	0.002201	0.003109	0.023019	0.023130
randmat_1024_0_02.mtx-P32	32	1024	11	0.176484	0.008175	0.018359	0.203026	0.203485
randmat_1024_0_02.mtx-P64	64	1024	11	0.779426	0.011744	0.025351	0.816526	0.817253
randmat_1024_0_03.mtx-P1	1	1024	10	0.023618	0.001595	0.000236	0.025483	0.025521
randmat_1024_0_03.mtx-P2	2	1024	10	0.023266	0.002055	0.000818	0.026179	0.026234
randmat_1024_0_03.mtx-P4	4	1024	10	0.022447	0.001631	0.001137	0.025229	0.025284
randmat_1024_0_03.mtx-P8	8	1024	10	0.023167	0.001690	0.001789	0.026654	0.026742
randmat_1024_0_03.mtx-P16	16	1024	10	0.024369	0.002086	0.002795	0.029256	0.029379
randmat_1024_0_03.mtx-P32	32	1024	10	0.174606	0.007453	0.016639	0.198709	0.199160
randmat_1024_0_03.mtx-P64	64	1024	10	0.824928	0.010455	0.022893	0.858282	0.858912
randmat_1024_0_04.mtx-P1	1	1024	10	0.030423	0.001853	0.000238	0.032549	0.032587
randmat_1024_0_04.mtx-P2	2	1024	10	0.029729	0.002161	0.000753	0.032677	0.032731
randmat_1024_0_04.mtx-P4	4	1024	10	0.028474	0.001483	0.001525	0.031488	0.031544
randmat_1024_0_04.mtx-P8	8	1024	10	0.028918	0.001726	0.001793	0.032450	0.032531
randmat_1024_0_04.mtx-P16	16	1024	10	0.031235	0.002118	0.002820	0.036178	0.036284
randmat_1024_0_04.mtx-P32	32	1024	10	0.186359	0.007515	0.016742	0.210626	0.211077
randmat_1024_0_04.mtx-P64	64	1024	10	0.760231	0.010634	0.022942	0.793819	0.794443
randmat_1024_0_05.mtx-P1	1	1024	10	0.036946	0.001860	0.000228	0.039069	0.039107
randmat_1024_0_05.mtx-P2	2	1024	10	0.035842	0.002058	0.000744	0.038666	0.038720
randmat_1024_0_05.mtx-P4	4	1024	10	0.034262	0.001699	0.001177	0.037151	0.037204
randmat_1024_0_05.mtx-P8	8	1024	10	0.034856	0.001744	0.001862	0.038471	0.038551
randmat_1024_0_05.mtx-P16	16	1024	10	0.036954	0.002179	0.002859	0.042000	0.042110
randmat_1024_0_05.mtx-P32	32	1024	10	0.192793	0.007521	0.016723	0.217049	0.217512
randmat_1024_0_05.mtx-P64	64	1024	10	0.762429	0.010732	0.023004	0.796168	0.796809
randmat_1024_0_1.mtx-P1	1	1024	9	0.071358	0.002329	0.000211	0.073928	0.073965
randmat_1024_0_1.mtx-P2	2	1024	9	0.067584	0.002432	0.000677	0.070723	0.070782
randmat_1024_0_1.mtx-P4	4	1024	9	0.063922	0.001558	0.001137	0.066624	0.066681
randmat_1024_0_1.mtx-P8	8	1024	9	0.064036	0.001676	0.001630	0.067350	0.067429
randmat_1024_0_1.mtx-P16	16	1024	9	0.065256	0.002022	0.002424	0.069712	0.069818
randmat_1024_0_1.mtx-P32	32	1024	9	0.221318	0.006722	0.015073	0.243119	0.243575
randmat_1024_0_1.mtx-P64	64	1024	9	0.809491	0.009504	0.020921	0.839927	0.840570
randmat_1024_0_2.mtx-P1	1	1024	8	0.138278	0.003183	0.000184	0.141673	0.141710
randmat_1024_0_2.mtx-P2	2	1024	8	0.132568	0.002662	0.000599	0.135860	0.135917
randmat_1024_0_2.mtx-P4	4	1024	8	0.122482	0.001679	0.001031	0.125200	0.125255
randmat_1024_0_2.mtx-P8	8	1024	8	0.120531	0.001611	0.001439	0.123586	0.123661
randmat_1024_0_2.mtx-P16	16	1024	8	0.120911	0.001901	0.002221	0.125040	0.125153
randmat_1024_0_2.mtx-P32	32	1024	8	0.280397	0.006143	0.013326	0.299872	0.300329
randmat_1024_0_2.mtx-P64	64	1024	8	0.868271	0.008783	0.018505	0.895563	0.896208
randmat_2048_0_01.mtx-P1	1	2048	11	0.032579	0.002965	0.000292	0.035903	0.035968
randmat_2048_0_01.mtx-P2	2	2048	11	0.031959	0.003461	0.000859	0.036323	0.036394
randmat_2048_0_01.mtx-P4	4	2048	11	0.030594	0.002881	0.001352	0.034851	0.034924
randmat_2048_0_01.mtx-P8	8	2048	11	0.030778	0.002430	0.002059	0.035286	0.035394
randmat_2048_0_01.mtx-P16	16	2048	11	0.032882	0.002711	0.003107	0.038705	0.038841
